version,title,chart,level,bpm,notes,genre,artist
Root,Digital Skipper,HYPER,8,150,807,HYBRID,"BEMANI Sound Team ""Expander"""
Root,Digital Skipper,ANOTHER,10,150,1133,HYBRID,"BEMANI Sound Team ""Expander"""
Root,Dr. Chemical & Killing Machine,NORMAL,5,165,567,INDUSTRIAL TECHNO,Hommarju
Root,Dr. Chemical & Killing Machine,HYPER,9,165,964,INDUSTRIAL TECHNO,Hommarju
Root,Dr. Chemical & Killing Machine,ANOTHER,12,165,1700,INDUSTRIAL TECHNO,Hommarju
Root,Drastic Dramatic,NORMAL,7,166,800,8BARS,KING & Princess
Root,Drastic Dramatic,HYPER,10,166,1231,8BARS,KING & Princess
Root,Drastic Dramatic,ANOTHER,12,166,1765,8BARS,KING & Princess
Root,DRUNK MONKY,NORMAL,7,145,524,MINIMAL,DJ ODDBALL
Root,DRUNK MONKY,HYPER,10,145,833,MINIMAL,DJ ODDBALL
Root,DRUNK MONKY,ANOTHER,12,145,1177,MINIMAL,DJ ODDBALL
Root,Ember Lights,NORMAL,5,148,491,FUSION TRANCE,Nhato
Root,Ember Lights,HYPER,9,148,842,FUSION TRANCE,Nhato
Root,Ember Lights,ANOTHER,11,148,1369,FUSION TRANCE,Nhato
Root,EVANESCENT,NORMAL,6,127～165,661,PROGRESSIVE ROCK,SOUND HOLIC feat. Nana Takahashi
Root,EVANESCENT,HYPER,10,127～165,1241,PROGRESSIVE ROCK,SOUND HOLIC feat. Nana Takahashi
Root,EVANESCENT,ANOTHER,12,127～165,1845,PROGRESSIVE ROCK,SOUND HOLIC feat. Nana Takahashi
Root,Garuda,NORMAL,5,160,541,JUKE/FOOTWORK,kors k
Root,Garuda,HYPER,9,160,842,JUKE/FOOTWORK,kors k
Root,Garuda,ANOTHER,11,160,1323,JUKE/FOOTWORK,kors k
Root,Geirskögul,NORMAL,5,177,545,CYBER DRUMSTEP,Maozon
Root,Geirskögul,HYPER,8,177,808,CYBER DRUMSTEP,Maozon
Root,Geirskögul,ANOTHER,10,177,1128,CYBER DRUMSTEP,Maozon
Root,GENE,NORMAL,7,163,664,TECHNO GRAFFITI,VINCENT GANATCH
Root,GENE,HYPER,10,163,1009,TECHNO GRAFFITI,VINCENT GANATCH
Root,GENE,ANOTHER,12,163,2183,TECHNO GRAFFITI,VINCENT GANATCH
Root,GIGA THRASH,NORMAL,6,150,643,DUBSTEP,Blacklolita
Root,GIGA THRASH,HYPER,9,150,970,DUBSTEP,Blacklolita
Root,GIGA THRASH,ANOTHER,11,150,1400,DUBSTEP,Blacklolita
Root,Glory,NORMAL,4,134,390,EDM,kradness
Root,Glory,HYPER,7,134,855,EDM,kradness
Root,Glory,ANOTHER,9,134,1185,EDM,kradness
Root,GO OVER WITH GLARE -ROOTAGE 26-,NORMAL,6,170,548,HARDSTYLE,"BEMANI Sound Team ""L.E.D.-G"""
Root,GO OVER WITH GLARE -ROOTAGE 26-,HYPER,10,170,1160,HARDSTYLE,"BEMANI Sound Team ""L.E.D.-G"""
Root,GO OVER WITH GLARE -ROOTAGE 26-,ANOTHER,12,170,2000,HARDSTYLE,"BEMANI Sound Team ""L.E.D.-G"""
Root,HARD BRAIN,NORMAL,6,155,701,HARD TECHNO,AJURIKA
Root,HARD BRAIN,HYPER,9,155,1044,HARD TECHNO,AJURIKA
Root,HARD BRAIN,ANOTHER,12,155,1914,HARD TECHNO,AJURIKA
Root,HEISEI,BEGINNER,2,152,190,ELECTRONIC RHAPSODY,"BEMANI Sound Team ""dj TAKA"""
Root,HEISEI,NORMAL,6,152,590,ELECTRONIC RHAPSODY,"BEMANI Sound Team ""dj TAKA"""
Root,HEISEI,HYPER,10,152,992,ELECTRONIC RHAPSODY,"BEMANI Sound Team ""dj TAKA"""
Root,HEISEI,ANOTHER,11,152,1291,ELECTRONIC RHAPSODY,"BEMANI Sound Team ""dj TAKA"""
Root,HOT LIMIT,BEGINNER,2,170,203,IIDX EDITION,"Remixed by BEMANI Sound Team ""HuΣeR feat.PON"""
Root,HOT LIMIT,NORMAL,5,170,537,IIDX EDITION,"Remixed by BEMANI Sound Team ""HuΣeR feat.PON"""
Root,HOT LIMIT,HYPER,9,170,871,IIDX EDITION,"Remixed by BEMANI Sound Team ""HuΣeR feat.PON"""
Root,HOT LIMIT,ANOTHER,10,170,1281,IIDX EDITION,"Remixed by BEMANI Sound Team ""HuΣeR feat.PON"""
Root,Hurry Hurry,NORMAL,4,160,380,RAVE SXXX,Masayoshi Iimori
Root,Hurry Hurry,HYPER,6,160,527,RAVE SXXX,Masayoshi Iimori
Root,Hurry Hurry,ANOTHER,9,160,1045,RAVE SXXX,Masayoshi Iimori
Root,IDC feat.REVERBEE (Mo'Cuts Ver),NORMAL,7,140,557,TECH-BREAKS,DJ Mass MAD Izm*
Root,IDC feat.REVERBEE (Mo'Cuts Ver),HYPER,9,140,818,TECH-BREAKS,DJ Mass MAD Izm*
Root,IDC feat.REVERBEE (Mo'Cuts Ver),ANOTHER,11,140,1145,TECH-BREAKS,DJ Mass MAD Izm*
Root,IDOL syndrome.,NORMAL,4,145,382,PSYCHEDELIC ROCK,RINA
Root,IDOL syndrome.,HYPER,7,145,738,PSYCHEDELIC ROCK,RINA
Root,IDOL syndrome.,ANOTHER,10,145,1109,PSYCHEDELIC ROCK,RINA
Root,KILL EACH OTHER,NORMAL,7,162,711,PSYSTYLE,"BEMANI Sound Team ""L.E.D. VS. L.E.D.-G"""
Root,KILL EACH OTHER,HYPER,10,162,1270,PSYSTYLE,"BEMANI Sound Team ""L.E.D. VS. L.E.D.-G"""
Root,KILL EACH OTHER,ANOTHER,12,162,1945,PSYSTYLE,"BEMANI Sound Team ""L.E.D. VS. L.E.D.-G"""
Root,L.F.O,NORMAL,5,180,444,UK HARDCORE,aran
Root,L.F.O,HYPER,9,180,898,UK HARDCORE,aran
Root,L.F.O,ANOTHER,12,180,1687,UK HARDCORE,aran
Root,LADYBIRD,NORMAL,7,230,572,GLITCH HOP,YUC'e
Root,LADYBIRD,HYPER,9,230,865,GLITCH HOP,YUC'e
Root,LADYBIRD,ANOTHER,11,230,1258,GLITCH HOP,YUC'e
Root,Let me be your cure,NORMAL,5,192,573,ELECTRIC DANCE ROCK,Pizuya's Cell
Root,Let me be your cure,HYPER,7,192,718,ELECTRIC DANCE ROCK,Pizuya's Cell
Root,Let me be your cure,ANOTHER,10,192,1344,ELECTRIC DANCE ROCK,Pizuya's Cell
Root,Lethal Weapon,NORMAL,6,90～180,598,RECKLESS HARDCORE,"BEMANI Sound Team ""HuΣeR"""
Root,Lethal Weapon,HYPER,9,90～180,961,RECKLESS HARDCORE,"BEMANI Sound Team ""HuΣeR"""
Root,Lethal Weapon,ANOTHER,12,90～180,1646,RECKLESS HARDCORE,"BEMANI Sound Team ""HuΣeR"""
Root,Level One,NORMAL,6,173,647,Drumstep / DnB,Yamato
Root,Level One,HYPER,10,173,1182,Drumstep / DnB,Yamato
Root,Level One,ANOTHER,12,173,1857,Drumstep / DnB,Yamato
Root,Lift Us High,NORMAL,5,150,494,MELODIC TRANCE,"BEMANI Sound Team ""Sota Fujimori"""
Root,Lift Us High,HYPER,8,150,808,MELODIC TRANCE,"BEMANI Sound Team ""Sota Fujimori"""
Root,Lift Us High,ANOTHER,10,150,1247,MELODIC TRANCE,"BEMANI Sound Team ""Sota Fujimori"""
Root,LOST TECHNOLOGIE,NORMAL,5,157,590,TECHNO,かめりあ
Root,LOST TECHNOLOGIE,HYPER,9,157,984,TECHNO,かめりあ
Root,LOST TECHNOLOGIE,ANOTHER,12,157,1822,TECHNO,かめりあ
Root,Mächö Mönky,NORMAL,6,150,754,JUNGLE TERROR,kors k
Root,Mächö Mönky,HYPER,10,150,1123,JUNGLE TERROR,kors k
Root,Mächö Mönky,ANOTHER,12,150,1588,JUNGLE TERROR,kors k
Root,Necroxis Girl,NORMAL,6,150,601,GLITCH DUBSTEP,"BEMANI Sound Team ""HuΣeR"""
Root,Necroxis Girl,HYPER,9,150,1027,GLITCH DUBSTEP,"BEMANI Sound Team ""HuΣeR"""
Root,Necroxis Girl,ANOTHER,11,150,1441,GLITCH DUBSTEP,"BEMANI Sound Team ""HuΣeR"""
Root,"Next Tales 2 Oath(IIDX 20th Anniv ""Ring"" Theme)",NORMAL,5,180,457,THEME SONG,Hommarju
Root,"Next Tales 2 Oath(IIDX 20th Anniv ""Ring"" Theme)",HYPER,9,180,847,THEME SONG,Hommarju
Root,"Next Tales 2 Oath(IIDX 20th Anniv ""Ring"" Theme)",ANOTHER,11,180,1387,THEME SONG,Hommarju
Root,Night! Night! Night!,NORMAL,6,165,609,EURO DYNAMITE,MM
Root,Night! Night! Night!,HYPER,9,165,931,EURO DYNAMITE,MM
Root,Night! Night! Night!,ANOTHER,11,165,1540,EURO DYNAMITE,MM
Root,ONIGOROSHI,NORMAL,6,400,597,TOKYO STYLE SPEEDCORE,m1dy
Root,ONIGOROSHI,HYPER,10,400,1107,TOKYO STYLE SPEEDCORE,m1dy
Root,ONIGOROSHI,ANOTHER,12,400,1541,TOKYO STYLE SPEEDCORE,m1dy
Root,OVER TIME,NORMAL,3,134,293,ELECTRO POP,空中分解feat.アンテナガール
Root,OVER TIME,HYPER,5,134,492,ELECTRO POP,空中分解feat.アンテナガール
Root,OVER TIME,ANOTHER,8,134,779,ELECTRO POP,空中分解feat.アンテナガール
Root,Painful Fate,NORMAL,7,192,642,DRUM'N'BASS,"BEMANI Sound Team ""猫叉Master"""
Root,Painful Fate,HYPER,10,192,1178,DRUM'N'BASS,"BEMANI Sound Team ""猫叉Master"""
Root,Painful Fate,ANOTHER,12,192,1702,DRUM'N'BASS,"BEMANI Sound Team ""猫叉Master"""
Root,Particle Arts,NORMAL,4,162～178,451,NEOTRANCE,Virtual Self
Root,Particle Arts,HYPER,8,162～178,844,NEOTRANCE,Virtual Self
Root,Particle Arts,ANOTHER,10,162～178,1266,NEOTRANCE,Virtual Self
Root,Playing With Fire,NORMAL,6,160,512,SPEED RAVE,kors k
Root,Playing With Fire,HYPER,9,160,866,SPEED RAVE,kors k
Root,Playing With Fire,ANOTHER,11,160,1200,SPEED RAVE,kors k
Root,Please Welcome Mr.C,NORMAL,6,230,572,JAZZY HOLIC,C-Show
Root,Please Welcome Mr.C,HYPER,9,230,916,JAZZY HOLIC,C-Show
Root,Please Welcome Mr.C,ANOTHER,12,230,1522,JAZZY HOLIC,C-Show
Root,Psycho Sheep Riddim,NORMAL,3,150,324,RIDDIM DUBSTEP,"BEMANI Sound Team ""SYUNN"""
Root,Psycho Sheep Riddim,HYPER,7,150,512,RIDDIM DUBSTEP,"BEMANI Sound Team ""SYUNN"""
Root,Psycho Sheep Riddim,ANOTHER,9,150,841,RIDDIM DUBSTEP,"BEMANI Sound Team ""SYUNN"""
Root,R∞tAge,BEGINNER,3,150,273,NEO J-TEKNO,"BEMANI Sound Team ""HuΣeR+"""
Root,R∞tAge,NORMAL,5,150,565,NEO J-TEKNO,"BEMANI Sound Team ""HuΣeR+"""
Root,R∞tAge,HYPER,8,150,850,NEO J-TEKNO,"BEMANI Sound Team ""HuΣeR+"""
Root,R∞tAge,ANOTHER,11,150,1503,NEO J-TEKNO,"BEMANI Sound Team ""HuΣeR+"""
Root,Red. by Jack Trance,NORMAL,7,160,770,TECH-BREAKS,DJ Mass MAD Izm*
Root,Red. by Jack Trance,HYPER,10,160,1122,TECH-BREAKS,DJ Mass MAD Izm*
Root,Red. by Jack Trance,ANOTHER,12,160,1862,TECH-BREAKS,DJ Mass MAD Izm*
Root,REPLAY,NORMAL,4,140,478,TECHNO,SLAKE
Root,REPLAY,HYPER,8,140,840,TECHNO,SLAKE
Root,REPLAY,ANOTHER,10,140,1141,TECHNO,SLAKE
Root,"ROCK女 feat. 大山愛未, Ken",NORMAL,7,150,548,TRANCE,Y&Co.
Root,"ROCK女 feat. 大山愛未, Ken",HYPER,9,150,954,TRANCE,Y&Co.
Root,"ROCK女 feat. 大山愛未, Ken",ANOTHER,11,150,1436,TRANCE,Y&Co.
Root,ROZA DE ANDALUCIA,NORMAL,6,191,667,MELODIC SPEED METAL,SOUND HOLIC Vs. T.Kakuta feat. Nana Takahashi
Root,ROZA DE ANDALUCIA,HYPER,9,191,1071,MELODIC SPEED METAL,SOUND HOLIC Vs. T.Kakuta feat. Nana Takahashi
Root,ROZA DE ANDALUCIA,ANOTHER,11,191,1560,MELODIC SPEED METAL,SOUND HOLIC Vs. T.Kakuta feat. Nana Takahashi
Root,ruin of opals,NORMAL,6,220～390,533,IRIDESCENCE JAZZ ETUDE,上ノ瀬つかさ
Root,ruin of opals,HYPER,10,220～390,1016,IRIDESCENCE JAZZ ETUDE,上ノ瀬つかさ
Root,ruin of opals,ANOTHER,12,220～390,1646,IRIDESCENCE JAZZ ETUDE,上ノ瀬つかさ
Root,Serious?,NORMAL,3,150,298,FESTIVAL TRAP,KSUKE
Root,Serious?,HYPER,7,150,605,FESTIVAL TRAP,KSUKE
Root,Serious?,ANOTHER,10,150,1142,FESTIVAL TRAP,KSUKE
Root,Sidechained Threats,NORMAL,6,140,627,ELECTRO,sanodg
Root,Sidechained Threats,HYPER,8,140,1026,ELECTRO,sanodg
Root,Sidechained Threats,ANOTHER,10,140,1238,ELECTRO,sanodg
Root,SIGMA,NORMAL,5,130,430,HARDROCK,"BEMANI Sound Team ""Mutsuhiko Izumi"""
Root,SIGMA,HYPER,8,130,804,HARDROCK,"BEMANI Sound Team ""Mutsuhiko Izumi"""
Root,SIGMA,ANOTHER,10,130,1395,HARDROCK,"BEMANI Sound Team ""Mutsuhiko Izumi"""
Root,Six String Proof,NORMAL,5,130,455,HARDROCK,"BEMANI Sound Team ""Yvya × Mutsuhiko Izumi"""
Root,Six String Proof,HYPER,9,130,855,HARDROCK,"BEMANI Sound Team ""Yvya × Mutsuhiko Izumi"""
Root,Six String Proof,ANOTHER,11,130,1308,HARDROCK,"BEMANI Sound Team ""Yvya × Mutsuhiko Izumi"""
Root,SPEED ROCKER,NORMAL,4,145,464,PSYCHEDELIC TRANCE ,AJURIKA
Root,SPEED ROCKER,HYPER,9,145,879,PSYCHEDELIC TRANCE ,AJURIKA
Root,SPEED ROCKER,ANOTHER,10,145,1175,PSYCHEDELIC TRANCE ,AJURIKA
Root,Starry Night,NORMAL,4,155,467,HARDSTYLE,Massive New Krew feat.松平なな
Root,Starry Night,HYPER,7,155,847,HARDSTYLE,Massive New Krew feat.松平なな
Root,Starry Night,ANOTHER,10,155,1268,HARDSTYLE,Massive New Krew feat.松平なな
Root,Technicolour Dreams,NORMAL,5,170,474,HDM,DUNE & M-Project & GUHROOVY
Root,Technicolour Dreams,HYPER,8,170,722,HDM,DUNE & M-Project & GUHROOVY
Root,Technicolour Dreams,ANOTHER,10,170,1202,HDM,DUNE & M-Project & GUHROOVY
Root,The Best of Both Worlds,NORMAL,3,160,301,EUROTRAPBEAT,☆Taku Takahashi (m-flo， block.fm)
Root,The Best of Both Worlds,HYPER,8,160,726,EUROTRAPBEAT,☆Taku Takahashi (m-flo， block.fm)
Root,The Best of Both Worlds,ANOTHER,10,160,1128,EUROTRAPBEAT,☆Taku Takahashi (m-flo， block.fm)
Root,THE DAY OF JUBILATIONS,NORMAL,7,181,794,HARD ELECTRIC POP,"BEMANI Sound Team ""S-C-U vs L.E.D."""
Root,THE DAY OF JUBILATIONS,HYPER,10,181,1234,HARD ELECTRIC POP,"BEMANI Sound Team ""S-C-U vs L.E.D."""
Root,THE DAY OF JUBILATIONS,ANOTHER,12,181,1757,HARD ELECTRIC POP,"BEMANI Sound Team ""S-C-U vs L.E.D."""
Root,The Rebellion of Sequencer,NORMAL,7,300,646,DJENTCORE,DJ Myosuke
Root,The Rebellion of Sequencer,HYPER,10,300,1054,DJENTCORE,DJ Myosuke
Root,The Rebellion of Sequencer,ANOTHER,12,300,1634,DJENTCORE,DJ Myosuke
Root,The Sealer ～ア・ミリアとミリアの民～,NORMAL,4,137～205,427,ELEMENTAL JIG,Zektbach
Root,The Sealer ～ア・ミリアとミリアの民～,HYPER,7,137～205,716,ELEMENTAL JIG,Zektbach
Root,The Sealer ～ア・ミリアとミリアの民～,ANOTHER,10,137～205,1117,ELEMENTAL JIG,Zektbach
Root,toy boxer,NORMAL,4,190,390,BOXINGCORE,"BEMANI Sound Team ""S-C-U & SYUNN"""
Root,toy boxer,HYPER,8,190,725,BOXINGCORE,"BEMANI Sound Team ""S-C-U & SYUNN"""
Root,toy boxer,ANOTHER,10,190,1122,BOXINGCORE,"BEMANI Sound Team ""S-C-U & SYUNN"""
Root,ToyCube Pf.(RX-Ver.S.P.L.),NORMAL,4,137～180,379,NEW AGE,高田雅史
Root,ToyCube Pf.(RX-Ver.S.P.L.),HYPER,7,137～180,789,NEW AGE,高田雅史
Root,ToyCube Pf.(RX-Ver.S.P.L.),ANOTHER,9,137～180,1153,NEW AGE,高田雅史
Root,Trill auf G,NORMAL,6,188,586,MUSIC GAMES HARDCORE,"BEMANI Sound Team ""dj TAKA"""
Root,Trill auf G,HYPER,10,188,1098,MUSIC GAMES HARDCORE,"BEMANI Sound Team ""dj TAKA"""
Root,Trill auf G,ANOTHER,12,188,1670,MUSIC GAMES HARDCORE,"BEMANI Sound Team ""dj TAKA"""
Root,Twilight Warp,NORMAL,4,145,483,CYBER DANCE MUSIC,Maozon feat. Kyte
Root,Twilight Warp,HYPER,7,145,741,CYBER DANCE MUSIC,Maozon feat. Kyte
Root,Twilight Warp,ANOTHER,9,145,1083,CYBER DANCE MUSIC,Maozon feat. Kyte
Root,U.S.A.,BEGINNER,3,177,287,IIDX EDITION,"Remixed by BEMANI Sound Team ""PHQUASE feat.TRANDER Jr."""
Root,U.S.A.,NORMAL,6,177,568,IIDX EDITION,"Remixed by BEMANI Sound Team ""PHQUASE feat.TRANDER Jr."""
Root,U.S.A.,HYPER,9,177,969,IIDX EDITION,"Remixed by BEMANI Sound Team ""PHQUASE feat.TRANDER Jr."""
Root,U.S.A.,ANOTHER,11,177,1467,IIDX EDITION,"Remixed by BEMANI Sound Team ""PHQUASE feat.TRANDER Jr."""
Root,Unbelief,NORMAL,5,135,570,METAL,"BEMANI Sound Team ""Anonymous"""
Root,Unbelief,HYPER,10,135,1113,METAL,"BEMANI Sound Team ""Anonymous"""
Root,Unbelief,ANOTHER,12,135,1675,METAL,"BEMANI Sound Team ""Anonymous"""
Root,UNDERWORLD HOLOGRAPHY,NORMAL,5,187,580,DRUM & BASS,"BEMANI Sound Team ""L.E.D."" feat. KOTOKO"
Root,UNDERWORLD HOLOGRAPHY,HYPER,9,187,1081,DRUM & BASS,"BEMANI Sound Team ""L.E.D."" feat. KOTOKO"
Root,UNDERWORLD HOLOGRAPHY,ANOTHER,11,187,1648,DRUM & BASS,"BEMANI Sound Team ""L.E.D."" feat. KOTOKO"
Root,Urban Constellations,NORMAL,4,167,362,JAZZY FOOTWORK JUNGLE,Dirty Androids
Root,Urban Constellations,HYPER,8,167,771,JAZZY FOOTWORK JUNGLE,Dirty Androids
Root,Urban Constellations,ANOTHER,11,167,1167,JAZZY FOOTWORK JUNGLE,Dirty Androids
Root,Visterhv,NORMAL,6,191,642,REBIRTH OUT,Feryquitous
Root,Visterhv,HYPER,10,191,1152,REBIRTH OUT,Feryquitous
Root,Visterhv,ANOTHER,12,191,1869,REBIRTH OUT,Feryquitous
Root,voltississimo,NORMAL,6,225,613,VVV,"BEMANI Sound Team ""PHQUASE"""
Root,voltississimo,HYPER,10,225,1135,VVV,"BEMANI Sound Team ""PHQUASE"""
Root,voltississimo,ANOTHER,12,225,1888,VVV,"BEMANI Sound Team ""PHQUASE"""
Root,Wing of Hearts,NORMAL,5,187,567,HYPER HANDS UP,USAO & DJ Nanashi
Root,Wing of Hearts,HYPER,8,187,916,HYPER HANDS UP,USAO & DJ Nanashi
Root,Wing of Hearts,ANOTHER,10,187,1473,HYPER HANDS UP,USAO & DJ Nanashi
Root,Wolf 1061,NORMAL,4,173,516,PIANO TRANCE,Xceon
Root,Wolf 1061,HYPER,8,173,872,PIANO TRANCE,Xceon
Root,Wolf 1061,ANOTHER,11,173,1584,PIANO TRANCE,Xceon
Root,Won(*3*)Chu KissMe!,BEGINNER,1,160,136,IIDX EDITION,"Remixed by BEMANI Sound Team ""L.E.D."" & IOSYS"
Root,Won(*3*)Chu KissMe!,NORMAL,5,160,471,IIDX EDITION,"Remixed by BEMANI Sound Team ""L.E.D."" & IOSYS"
Root,Won(*3*)Chu KissMe!,HYPER,8,160,709,IIDX EDITION,"Remixed by BEMANI Sound Team ""L.E.D."" & IOSYS"
Root,Won(*3*)Chu KissMe!,ANOTHER,10,160,1263,IIDX EDITION,"Remixed by BEMANI Sound Team ""L.E.D."" & IOSYS"
Root,Wonderland,NORMAL,5,180,542,CANDY RAVE GABBER,kors k
Root,Wonderland,HYPER,9,180,957,CANDY RAVE GABBER,kors k
Root,Wonderland,ANOTHER,11,180,1393,CANDY RAVE GABBER,kors k
Root,XENON II ～TOMOYUKIの野望～,NORMAL,6,160,601,ULTIΣATE COLLABORATION,T.Σ.Generation
Root,XENON II ～TOMOYUKIの野望～,HYPER,9,160,915,ULTIΣATE COLLABORATION,T.Σ.Generation
Root,XENON II ～TOMOYUKIの野望～,ANOTHER,11,160,1523,ULTIΣATE COLLABORATION,T.Σ.Generation
Root,Xlø,NORMAL,7,165,776,ELECTRO SHOCK,Mr.T
Root,Xlø,HYPER,10,165,1304,ELECTRO SHOCK,Mr.T
Root,Xlø,ANOTHER,12,165,1988,ELECTRO SHOCK,Mr.T
Root,Yum Yum Jelly,NORMAL,5,180,398,NEUTRONIKA,sasakure.UK
Root,Yum Yum Jelly,HYPER,9,180,799,NEUTRONIKA,sasakure.UK
Root,Yum Yum Jelly,ANOTHER,11,180,1204,NEUTRONIKA,sasakure.UK
Root,ZENDEGI DANCE,NORMAL,6,160,602,FUTURE BASS,YUC'e
Root,ZENDEGI DANCE,HYPER,9,160,935,FUTURE BASS,YUC'e
Root,ZENDEGI DANCE,ANOTHER,11,160,1393,FUTURE BASS,YUC'e
Root,Χ-DEN,NORMAL,8,200,861,ORBITALIC ORIENTAL ELECTRO,"ARM × BEMANI Sound Team ""U1 overground"""
Root,Χ-DEN,HYPER,11,200,1418,ORBITALIC ORIENTAL ELECTRO,"ARM × BEMANI Sound Team ""U1 overground"""
Root,Χ-DEN,ANOTHER,12,200,2220,ORBITALIC ORIENTAL ELECTRO,"ARM × BEMANI Sound Team ""U1 overground"""
Root,おーまい！らぶりー！すうぃーてぃ！だーりん！,NORMAL,5,170,560,LOVELY YOUTH,"BEMANI Sound Team ""PON"" feat.NU-KO"
Root,おーまい！らぶりー！すうぃーてぃ！だーりん！,HYPER,9,170,1009,LOVELY YOUTH,"BEMANI Sound Team ""PON"" feat.NU-KO"
Root,おーまい！らぶりー！すうぃーてぃ！だーりん！,ANOTHER,11,170,1480,LOVELY YOUTH,"BEMANI Sound Team ""PON"" feat.NU-KO"
Root,お菓子の王国,NORMAL,7,190,718,SPEED CANDY,Snail's House
Root,お菓子の王国,HYPER,10,190,1191,SPEED CANDY,Snail's House
Root,お菓子の王国,ANOTHER,12,190,2109,SPEED CANDY,Snail's House
Root,グラナダの風,NORMAL,5,130,414,SPANISH GUITAR,"BEMANI Sound Team ""劇団レコード"""
Root,グラナダの風,HYPER,8,130,637,SPANISH GUITAR,"BEMANI Sound Team ""劇団レコード"""
Root,グラナダの風,ANOTHER,10,130,954,SPANISH GUITAR,"BEMANI Sound Team ""劇団レコード"""
Root,サクラあっぱれーしょん,BEGINNER,1,140,134,IIDX EDITION,"Remixed by BEMANI Sound Team ""TAG"" feat. 柊木りお"
Root,サクラあっぱれーしょん,NORMAL,3,140,316,IIDX EDITION,"Remixed by BEMANI Sound Team ""TAG"" feat. 柊木りお"
Root,サクラあっぱれーしょん,HYPER,7,140,785,IIDX EDITION,"Remixed by BEMANI Sound Team ""TAG"" feat. 柊木りお"
Root,サクラあっぱれーしょん,ANOTHER,9,140,1166,IIDX EDITION,"Remixed by BEMANI Sound Team ""TAG"" feat. 柊木りお"
Root,セカンドピアス,NORMAL,3,138,302,GIRLS ROCK,OSTER project feat. echo
Root,セカンドピアス,HYPER,6,138,555,GIRLS ROCK,OSTER project feat. echo
Root,セカンドピアス,ANOTHER,9,138,1015,GIRLS ROCK,OSTER project feat. echo
Root,ハードベース・フェスタ,NORMAL,6,158,582,A-STYLE RUSSIAN HARDBASS,かめりあ feat. ななひら
Root,ハードベース・フェスタ,HYPER,9,158,928,A-STYLE RUSSIAN HARDBASS,かめりあ feat. ななひら
Root,ハードベース・フェスタ,ANOTHER,11,158,1447,A-STYLE RUSSIAN HARDBASS,かめりあ feat. ななひら
Root,ミストレス・アンに花束を,NORMAL,3,135,293,ELECTRONICA,"soejima takuma feat.BEMANI Sound Team ""猫叉Master"""
Root,ミストレス・アンに花束を,HYPER,6,135,518,ELECTRONICA,"soejima takuma feat.BEMANI Sound Team ""猫叉Master"""
Root,ミストレス・アンに花束を,ANOTHER,8,135,718,ELECTRONICA,"soejima takuma feat.BEMANI Sound Team ""猫叉Master"""
Root,ミッドナイト☆WAR,NORMAL,5,156,414,BEMANIZED ROCKCORE,いちか
Root,ミッドナイト☆WAR,HYPER,8,156,800,BEMANIZED ROCKCORE,いちか
Root,ミッドナイト☆WAR,ANOTHER,11,156,1261,BEMANIZED ROCKCORE,いちか
Root,金野火織の金色提言,NORMAL,6,225,643,音ゲー賛美歌,DJ TECHNORCH feat. 宇宙★海月
Root,金野火織の金色提言,HYPER,10,225,1171,音ゲー賛美歌,DJ TECHNORCH feat. 宇宙★海月
Root,金野火織の金色提言,ANOTHER,12,225,1630,音ゲー賛美歌,DJ TECHNORCH feat. 宇宙★海月
Root,龍王の霊廟(Mausoleum Of The Primal Dragon),NORMAL,6,144,576,RETROSPECTIVE EPIC MUSIC,"BEMANI Sound Team ""黒猫ダンジョン"""
Root,龍王の霊廟(Mausoleum Of The Primal Dragon),HYPER,10,144,1190,RETROSPECTIVE EPIC MUSIC,"BEMANI Sound Team ""黒猫ダンジョン"""
Root,龍王の霊廟(Mausoleum Of The Primal Dragon),ANOTHER,11,144,1614,RETROSPECTIVE EPIC MUSIC,"BEMANI Sound Team ""黒猫ダンジョン"""
Root,深愛のリグレット,NORMAL,4,145,399,PIANO J TRANCE POP,Xceon feat.Mayumi Morinaga
Root,深愛のリグレット,HYPER,7,145,605,PIANO J TRANCE POP,Xceon feat.Mayumi Morinaga
Root,深愛のリグレット,ANOTHER,10,145,1206,PIANO J TRANCE POP,Xceon feat.Mayumi Morinaga
Root,最小三倍完全数,NORMAL,5,220,469,ピタゴラス的不完全性破壊衝動音律(ハンマーによる),DJ TECHNORCH
Root,最小三倍完全数,HYPER,9,220,921,ピタゴラス的不完全性破壊衝動音律(ハンマーによる),DJ TECHNORCH
Root,最小三倍完全数,ANOTHER,12,220,1314,ピタゴラス的不完全性破壊衝動音律(ハンマーによる),DJ TECHNORCH
Root,泰東ノ翠霞,NORMAL,3,180,252,JAPANESE POPS,bermei.inazawa/feat.霜月はるか
Root,泰東ノ翠霞,HYPER,6,180,384,JAPANESE POPS,bermei.inazawa/feat.霜月はるか
Root,泰東ノ翠霞,ANOTHER,11,180,914,JAPANESE POPS,bermei.inazawa/feat.霜月はるか
Root,抱きしめてモナムール,NORMAL,5,190,664,Hi-歌謡コア,冬色AMOUR☆Prim
Root,抱きしめてモナムール,HYPER,10,190,1189,Hi-歌謡コア,冬色AMOUR☆Prim
Root,抱きしめてモナムール,ANOTHER,12,190,2110,Hi-歌謡コア,冬色AMOUR☆Prim
Root,爆ゼニ☆がってんワーカー,NORMAL,6,195,639,勤労☆電波,ARM×狐夢想 feat. ななひら
